tf	orf1	orf2	seg1_len	seg2_len	len_diff	perc_change	len_frameshift	len_pblock	perc_frameshift	clustal_score1	clustal_score2
DLX2	DLX2-201	DLX2-202	133	22	111	16.5413533835	0	155	0.0	13	-10
TFEC	TFEC-201	TFEC-203	126	5	121	3.96825396825	0	131	0.0	20	-13
TFEC	TFEC-201	TFEC-204	89	22	67	24.7191011236	0	111	0.0	22	-15
TFEC	TFEC-201	TFEC-208	126	5	121	3.96825396825	0	131	0.0	20	-13
HOXD12	HOXD12-202	HOXD12-201	79	55	24	69.6202531646	45	89	50.5617977528	5	11
TOX4	TOX4-203	TOX4-201	2	31	-29	1550.0	0	33	0.0	50	-2
TOX3	TOX3-201	TOX3-202	29	25	4	86.2068965517	0	54	0.0	4	-16
TOX2	TOX2-203	TOX2-204	464	196	268	42.2413793103	113	547	20.6581352834	13	92
VAX1	VAX1-202	VAX1-201	191	43	148	22.5130890052	0	234	0.0	11	-36
JAZF1	JAZF1-201	JAZF1-203	243	4	239	1.64609053498	0	247	0.0	25	-13
JAZF1	JAZF1-201	JAZF1-204	38	5	33	13.1578947368	0	43	0.0	20	-14
JAZF1	JAZF1-201	JAZF1-205	39	15	24	38.4615384615	0	53	0.0	13	-18
GBX2	GBX2-201	GBX2-203	174	48	126	27.5862068966	35	187	18.7165775401	14	-14
NR6A1	NR6A1-205	NR6A1-204	48	6	42	12.5	0	53	0.0	33	-10
REPIN1	REPIN1-202	REPIN1-204	567	55	512	9.70017636684	37	585	6.32478632479	12	51
REPIN1	REPIN1-202	REPIN1-209	567	136	431	23.9858906526	37	666	5.55555555556	18	142
REPIN1	REPIN1-202	REPIN1-217	567	136	431	23.9858906526	88	615	14.3089430894	16	111
HEY1	HEY1-202	HEY1-208	110	20	90	18.1818181818	0	130	0.0	15	5
DNMT3A	DNMT3A-201	DNMT3A-203	213	24	189	11.2676056338	0	237	0.0	8	4
DNMT3A	DNMT3A-201	DNMT3A-206	763	17	746	2.22804718218	0	780	0.0	23	2
DNMT3L	DNMT3L-201	DNMT3L-203	387	14	373	3.61757105943	0	401	0.0	14	-7
NR2E1	NR2E1-202	NR2E1-201	9	46	-37	511.111111111	0	54	0.0	22	-9
MXI1	MXI1-201	MXI1-202	25	92	-67	368.0	0	116	0.0	48	49
MXI1	MXI1-201	MXI1-207	25	92	-67	368.0	0	116	0.0	48	49
MXI1	MXI1-201	MXI1-220	54	11	43	20.3703703704	0	65	0.0	27	-8
ZBTB44	ZBTB44-206	ZBTB44-201	54	8	46	14.8148148148	0	62	0.0	12	-21
ZBTB44	ZBTB44-206	ZBTB44-205	166	3	163	1.80722891566	2	167	1.19760479042	100	-6
ZBTB44	ZBTB44-206	ZBTB44-207	616	6	610	0.974025974026	6	616	0.974025974026	33	-10
ZBTB44	ZBTB44-206	ZBTB44-209	616	23	593	3.73376623377	23	616	3.73376623377	13	3
ZBTB44	ZBTB44-206	ZBTB44-210	166	24	142	14.4578313253	0	190	0.0	20	10
ZBTB49	ZBTB49-201	ZBTB49-204	765	17	748	2.22222222222	17	765	2.22222222222	23	2
ATF2	ATF2-201	ATF2-202	66	8	58	12.1212121212	8	66	12.1212121212	12	-19
ATF2	ATF2-201	ATF2-215	505	7	498	1.38613861386	7	505	1.38613861386	28	-9
ATF2	ATF2-201	ATF2-217	66	8	58	12.1212121212	8	66	12.1212121212	12	-19
ATF2	ATF2-201	ATF2-221	183	7	176	3.82513661202	7	183	3.82513661202	28	-19
SP110	SP110-203	SP110-202	159	19	140	11.9496855346	0	178	0.0	21	21
SP110	SP110-203	SP110-204	159	19	140	11.9496855346	0	178	0.0	21	21
SP110	SP110-203	SP110-215	159	19	140	11.9496855346	0	178	0.0	21	21
ZNF688	ZNF688-201	ZNF688-203	65	51	14	78.4615384615	0	116	0.0	11	-22
ZNF688	ZNF688-201	ZNF688-205	211	7	204	3.31753554502	0	218	0.0	42	-8
ZNF688	ZNF688-201	ZNF688-206	276	94	182	34.0579710145	62	308	20.1298701299	21	55
ZNF688	ZNF688-201	ZNF688-207	173	7	166	4.04624277457	0	180	0.0	42	-8
ZNF682	ZNF682-203	ZNF682-204	423	28	395	6.61938534279	6	445	1.34831460674	14	23
ZNF682	ZNF682-203	ZNF682-205	498	2	496	0.401606425703	2	498	0.401606425703	100	-5
ZNF682	ZNF682-203	ZNF682-208	423	7	416	1.6548463357	0	430	0.0	28	-15
ZNF682	ZNF682-203	ZNF682-209	1	7	-6	700.0	0	8	0.0	100	-4
ZNF682	ZNF682-203	ZNF682-213	498	2	496	0.401606425703	2	498	0.401606425703	100	-7
ZNF683	ZNF683-201	ZNF683-207	466	84	382	18.025751073	84	466	18.025751073	17	45
ZNF680	ZNF680-201	ZNF680-202	446	39	407	8.74439461883	0	485	0.0	15	-12
ZNF687	ZNF687-201	ZNF687-203	1237	16	1221	1.29345189976	16	1237	1.29345189976	50	34
ZNF687	ZNF687-201	ZNF687-204	164	58	106	35.3658536585	51	171	29.8245614035	22	35
ZNF684	ZNF684-203	ZNF684-201	299	13	286	4.34782608696	0	312	0.0	7	-14
ZNF684	ZNF684-203	ZNF684-202	299	40	259	13.3779264214	0	339	0.0	10	-5
ZNF174	ZNF174-201	ZNF174-202	199	26	173	13.0653266332	0	225	0.0	15	-11
ZNF174	ZNF174-201	ZNF174-204	199	41	158	20.6030150754	0	240	0.0	9	-10
ZNF175	ZNF175-201	ZNF175-202	613	14	599	2.28384991843	0	627	0.0	21	-19
ZNF175	ZNF175-201	ZNF175-203	687	27	660	3.93013100437	0	714	0.0	11	1
ZNF175	ZNF175-201	ZNF175-204	645	4	641	0.62015503876	0	649	0.0	50	-1
ZNF177	ZNF177-201	ZNF177-204	209	14	195	6.6985645933	0	223	0.0	21	-9
ZNF177	ZNF177-201	ZNF177-206	209	8	201	3.82775119617	0	217	0.0	25	0
AHR	AHR-201	AHR-206	22	7	15	31.8181818182	0	29	0.0	14	-15
ZNF774	ZNF774-201	ZNF774-202	413	17	396	4.11622276029	0	430	0.0	17	-12
ZNF772	ZNF772-201	ZNF772-203	465	18	447	3.87096774194	18	465	3.87096774194	11	-18
ZNF772	ZNF772-201	ZNF772-206	465	14	451	3.01075268817	0	479	0.0	14	-2
ZNF772	ZNF772-201	ZNF772-207	478	14	464	2.92887029289	0	492	0.0	14	-2
ZNF773	ZNF773-201	ZNF773-202	355	15	340	4.22535211268	0	370	0.0	20	-10
ZNF773	ZNF773-201	ZNF773-205	355	30	325	8.45070422535	0	385	0.0	16	2
ZNF771	ZNF771-201	ZNF771-203	270	15	255	5.55555555556	0	285	0.0	20	18
ZNF771	ZNF771-201	ZNF771-204	270	5	265	1.85185185185	0	275	0.0	60	1
ZNF197	ZNF197-202	ZNF197-203	773	11	762	1.42302716688	0	784	0.0	18	-6
ZNF195	ZNF195-204	ZNF195-206	1	16	-15	1600.0	0	17	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-207	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-208	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-208	482	11	471	2.28215767635	0	493	0.0	27	-8
ZNF195	ZNF195-204	ZNF195-211	482	71	411	14.7302904564	0	553	0.0	11	21
ZNF195	ZNF195-204	ZNF195-215	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-218	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-220	482	4	478	0.829875518672	0	486	0.0	50	-4
ZNF195	ZNF195-204	ZNF195-223	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-226	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-226	482	12	470	2.48962655602	0	494	0.0	25	-13
ZNF195	ZNF195-204	ZNF195-228	1	5	-4	500.0	0	6	0.0	100	-4
ZNF195	ZNF195-204	ZNF195-228	482	36	446	7.46887966805	0	518	0.0	8	5
ZNF195	ZNF195-204	ZNF195-230	1	5	-4	500.0	0	6	0.0	100	-4
ZNF256	ZNF256-201	ZNF256-202	616	45	571	7.30519480519	45	616	7.30519480519	22	23
HINFP	HINFP-201	HINFP-204	137	39	98	28.4671532847	18	158	11.3924050633	12	-28
SETBP1	SETBP1-201	SETBP1-202	1416	62	1354	4.37853107345	0	1478	0.0	17	12
SETBP1	SETBP1-201	SETBP1-204	1416	14	1402	0.988700564972	0	1430	0.0	21	0
BAZ2A	BAZ2A-214	BAZ2A-203	1905	11	1894	0.577427821522	11	1905	0.577427821522	45	2
BAZ2A	BAZ2A-214	BAZ2A-205	1905	15	1890	0.787401574803	15	1905	0.787401574803	60	11
BAZ2A	BAZ2A-214	BAZ2A-216	1905	21	1884	1.10236220472	21	1905	1.10236220472	38	26
BAZ2B	BAZ2B-204	BAZ2B-201	2168	18	2150	0.830258302583	18	2168	0.830258302583	33	5
BAZ2B	BAZ2B-204	BAZ2B-202	1242	11	1231	0.885668276973	11	1242	0.885668276973	27	-4
BAZ2B	BAZ2B-204	BAZ2B-207	2168	1	2167	0.0461254612546	1	2168	0.0461254612546	100	-14
CHCHD3	CHCHD3-201	CHCHD3-205	227	24	203	10.5726872247	24	227	10.5726872247	16	-10
GSX2	GSX2-201	GSX2-202	183	13	170	7.10382513661	13	183	7.10382513661	23	-9
TADA2A	TADA2A-202	TADA2A-212	169	31	138	18.3431952663	0	200	0.0	9	9
ZNF519	ZNF519-207	ZNF519-206	497	37	460	7.44466800805	0	534	0.0	8	4
ZNF510	ZNF510-203	ZNF510-202	566	17	549	3.0035335689	0	583	0.0	23	-10
ZNF511	ZNF511-202	ZNF511-201	25	35	-10	140.0	0	60	0.0	4	-31
ZNF516	ZNF516-201	ZNF516-203	1163	24	1139	2.06362854686	23	1164	1.97594501718	29	23
ZNF516	ZNF516-201	ZNF516-205	1163	6	1157	0.515907136715	6	1163	0.515907136715	50	-11
ZNF517	ZNF517-207	ZNF517-202	401	51	350	12.7182044888	0	452	0.0	21	7
ZNF517	ZNF517-207	ZNF517-205	481	8	473	1.6632016632	8	481	1.6632016632	37	-1
FOXJ2	FOXJ2-201	FOXJ2-202	62	14	48	22.5806451613	0	76	0.0	14	6
FOXJ3	FOXJ3-204	FOXJ3-208	474	20	454	4.2194092827	0	494	0.0	25	-9
ZNF225	ZNF225-201	ZNF225-206	628	13	615	2.07006369427	0	641	0.0	23	8
ZNF226	ZNF226-204	ZNF226-201	725	16	709	2.20689655172	0	741	0.0	18	-8
ZNF226	ZNF226-204	ZNF226-212	725	11	714	1.51724137931	0	736	0.0	36	2
ZNF227	ZNF227-201	ZNF227-204	779	62	717	7.95892169448	62	779	7.95892169448	19	3
ZNF227	ZNF227-201	ZNF227-210	737	26	711	3.52781546811	5	758	0.65963060686	7	-14
HOXC11	HOXC11-202	HOXC11-201	77	151	-74	196.103896104	76	152	50.0	6	-23
ZNF426	ZNF426-201	ZNF426-203	446	10	436	2.24215246637	10	446	2.24215246637	30	-5
ZNF426	ZNF426-201	ZNF426-204	39	1	38	2.5641025641	1	39	2.5641025641	100	-4
ZNF423	ZNF423-204	ZNF423-208	1224	16	1208	1.30718954248	0	1240	0.0	18	-3
ZNF420	ZNF420-202	ZNF420-201	218	66	152	30.2752293578	0	284	0.0	4	-12
ZNF420	ZNF420-202	ZNF420-203	688	1	687	0.145348837209	1	688	0.145348837209	100	-10
ZNF429	ZNF429-201	ZNF429-203	674	36	638	5.3412462908	0	710	0.0	11	12
ZNF429	ZNF429-201	ZNF429-206	599	47	552	7.84641068447	0	646	0.0	10	-23
ZNF429	ZNF429-201	ZNF429-209	9	7	2	77.7777777778	7	9	77.7777777778	14	-10
ZNF429	ZNF429-201	ZNF429-209	10	9	1	90.0	9	10	90.0	11	-9
ZNF429	ZNF429-201	ZNF429-209	62	4	58	6.45161290323	0	66	0.0	25	-12
SPI1	SPI1-202	SPI1-203	255	20	235	7.8431372549	20	255	7.8431372549	15	-19
SPI1	SPI1-202	SPI1-204	106	81	25	76.4150943396	0	187	0.0	2	-49
TCFL5	TCFL5-202	TCFL5-201	40	71	-31	177.5	0	111	0.0	2	-44
SPIB	SPIB-202	SPIB-201	22	113	-91	513.636363636	22	113	19.4690265487	18	-1
SPIB	SPIB-202	SPIB-201	100	15	85	15.0	15	100	15.0	13	-4
SPIB	SPIB-202	SPIB-204	149	68	81	45.6375838926	0	217	0.0	11	-13
SPIB	SPIB-202	SPIB-205	22	113	-91	513.636363636	22	113	19.4690265487	18	-1
SPIB	SPIB-202	SPIB-206	171	77	94	45.0292397661	58	190	30.5263157895	12	10
SPIB	SPIB-202	SPIB-207	171	137	34	80.1169590643	46	262	17.5572519084	8	-61
LTF	LTF-201	LTF-205	14	1	13	7.14285714286	0	15	0.0	100	-4
LEF1	LEF1-201	LEF1-202	11	26	-15	236.363636364	0	37	0.0	18	-3
LEF1	LEF1-201	LEF1-216	71	3	68	4.22535211268	0	74	0.0	33	-11
LEF1	LEF1-201	LEF1-218	71	3	68	4.22535211268	0	74	0.0	33	-11
LEF1	LEF1-201	LEF1-221	71	3	68	4.22535211268	0	74	0.0	33	-11
ARID5B	ARID5B-201	ARID5B-202	244	1	243	0.409836065574	0	245	0.0	100	-14
ARID5B	ARID5B-201	ARID5B-203	944	10	934	1.0593220339	0	954	0.0	40	6
TP73	TP73-208	TP73-202	142	5	137	3.52112676056	4	142	2.81690140845	20	-11
TP73	TP73-208	TP73-204	62	13	49	20.9677419355	0	75	0.0	23	-22
TP73	TP73-208	TP73-204	237	76	161	32.0675105485	76	237	32.0675105485	19	51
TP73	TP73-208	TP73-205	62	13	49	20.9677419355	0	75	0.0	23	-22
TP73	TP73-208	TP73-205	142	5	137	3.52112676056	4	142	2.81690140845	20	-11
TP73	TP73-208	TP73-206	62	13	49	20.9677419355	0	75	0.0	23	-22
TP73	TP73-208	TP73-209	127	46	81	36.2204724409	46	127	36.2204724409	19	31
TP73	TP73-208	TP73-211	237	4	233	1.68776371308	4	237	1.68776371308	50	1
SIM2	SIM2-201	SIM2-202	667	34	633	5.09745127436	34	667	5.09745127436	23	14
SIM2	SIM2-201	SIM2-205	515	18	497	3.49514563107	0	533	0.0	22	0
HNF1B	HNF1B-204	HNF1B-201	111	37	74	33.3333333333	6	142	4.22535211268	13	16
HNF1B	HNF1B-204	HNF1B-202	46	37	9	80.4347826087	6	77	7.79220779221	10	-5
HNF1B	HNF1B-204	HNF1B-203	155	23	132	14.8387096774	23	155	14.8387096774	13	4
HNF1B	HNF1B-204	HNF1B-206	16	10	6	62.5	10	16	62.5	20	0
HNF1B	HNF1B-204	HNF1B-206	287	55	232	19.1637630662	55	287	19.1637630662	9	2
HNF1A	HNF1A-201	HNF1A-202	131	42	89	32.0610687023	0	173	0.0	11	-16
HNF1A	HNF1A-201	HNF1A-216	436	40	396	9.17431192661	40	436	9.17431192661	22	39
PGR	PGR-202	PGR-209	147	6	141	4.08163265306	6	147	4.08163265306	33	-5
PGR	PGR-202	PGR-210	147	17	130	11.5646258503	17	147	11.5646258503	23	-13
PGR	PGR-202	PGR-211	546	20	526	3.663003663	0	566	0.0	15	-2
ZNF814	ZNF814-201	ZNF814-204	855	7	848	0.818713450292	7	855	0.818713450292	28	-8
ZNF814	ZNF814-201	ZNF814-205	843	27	816	3.20284697509	0	870	0.0	18	23
ZNF814	ZNF814-201	ZNF814-208	801	30	771	3.74531835206	0	831	0.0	16	4
ZNF814	ZNF814-201	ZNF814-209	801	30	771	3.74531835206	0	831	0.0	16	4
ZNF814	ZNF814-201	ZNF814-212	801	8	793	0.998751560549	0	809	0.0	37	-6
ZNF814	ZNF814-201	ZNF814-213	801	14	787	1.74781523096	0	815	0.0	21	11
ZNF814	ZNF814-201	ZNF814-214	801	37	764	4.61922596754	0	838	0.0	21	11
E4F1	E4F1-201	E4F1-204	156	26	130	16.6666666667	26	156	16.6666666667	3	-34
E4F1	E4F1-201	E4F1-207	52	30	22	57.6923076923	0	82	0.0	10	-17
E2F7	E2F7-201	E2F7-202	198	15	183	7.57575757576	15	198	7.57575757576	26	4
E2F7	E2F7-201	E2F7-205	911	24	887	2.634467618	23	912	2.52192982456	16	1
E2F6	E2F6-202	E2F6-201	36	4	32	11.1111111111	0	40	0.0	25	-5
E2F5	E2F5-202	E2F5-205	169	5	164	2.95857988166	0	174	0.0	60	-8
E2F5	E2F5-202	E2F5-206	346	1	345	0.28901734104	1	346	0.28901734104	100	-15
E2F5	E2F5-202	E2F5-208	184	11	173	5.97826086957	9	185	4.86486486486	18	-7
E2F3	E2F3-201	E2F3-202	131	6	125	4.58015267176	0	137	0.0	33	-3
E2F3	E2F3-201	E2F3-203	85	2	83	2.35294117647	2	85	2.35294117647	100	-1
HMBOX1	HMBOX1-201	HMBOX1-202	45	12	33	26.6666666667	0	57	0.0	8	0
HMBOX1	HMBOX1-201	HMBOX1-210	45	21	24	46.6666666667	0	66	0.0	19	-15
HMBOX1	HMBOX1-201	HMBOX1-212	45	31	14	68.8888888889	0	76	0.0	6	-19
HMBOX1	HMBOX1-201	HMBOX1-215	45	21	24	46.6666666667	0	66	0.0	14	-22
ZNFX1	ZNFX1-204	ZNFX1-203	814	166	648	20.3931203931	0	980	0.0	12	81
ZNFX1	ZNFX1-204	ZNFX1-205	1030	15	1015	1.45631067961	5	1040	0.480769230769	26	10
PPP1R13L	PPP1R13L-201	PPP1R13L-205	12	68	-56	566.666666667	0	80	0.0	16	-3
PPP1R13L	PPP1R13L-201	PPP1R13L-207	816	19	797	2.32843137255	19	816	2.32843137255	21	-7
ZNF233	ZNF233-201	ZNF233-203	591	4	587	0.676818950931	0	595	0.0	50	-5
ZNF233	ZNF233-201	ZNF233-205	591	61	530	10.3214890017	0	652	0.0	8	7
CENPX	CENPX-202	CENPX-204	81	27	54	33.3333333333	13	95	13.6842105263	11	-13
CENPX	CENPX-202	CENPX-208	34	84	-50	247.058823529	34	84	40.4761904762	5	-33
CENPT	CENPT-208	CENPT-235	494	6	488	1.21457489879	6	494	1.21457489879	33	-6
CENPS	CENPS-201	CENPS-202	138	49	89	35.5072463768	11	176	6.25	10	6
DMRT2	DMRT2-203	DMRT2-205	352	17	335	4.82954545455	0	369	0.0	5	-19
DMRT3	DMRT3-201	DMRT3-202	151	14	137	9.27152317881	0	165	0.0	7	-13
ZNF695	ZNF695-201	ZNF695-204	385	42	343	10.9090909091	0	427	0.0	7	-11
ZNF696	ZNF696-201	ZNF696-204	353	32	321	9.06515580737	1	384	0.260416666667	21	-3
ZNF696	ZNF696-201	ZNF696-205	353	16	337	4.53257790368	0	369	0.0	25	20
ZNF169	ZNF169-202	ZNF169-201	518	40	478	7.72200772201	0	558	0.0	10	7
ZNF169	ZNF169-202	ZNF169-203	518	26	492	5.01930501931	0	544	0.0	30	3
ZNF169	ZNF169-202	ZNF169-204	518	41	477	7.91505791506	0	559	0.0	24	35
ZNF160	ZNF160-208	ZNF160-201	728	57	671	7.82967032967	0	785	0.0	8	1
ZNF765	ZNF765-201	ZNF765-206	476	13	463	2.73109243697	0	489	0.0	15	-15
ZNF766	ZNF766-201	ZNF766-202	6	21	-15	350.0	0	27	0.0	50	4
ZNF766	ZNF766-201	ZNF766-202	24	12	12	50.0	0	36	0.0	16	-3
ZNF766	ZNF766-201	ZNF766-206	377	14	363	3.71352785146	0	391	0.0	21	-4
ZNF766	ZNF766-201	ZNF766-208	6	1	5	16.6666666667	0	7	0.0	100	-4
ZNF766	ZNF766-201	ZNF766-208	377	14	363	3.71352785146	0	391	0.0	21	-4
ZNF766	ZNF766-201	ZNF766-209	6	21	-15	350.0	0	27	0.0	50	4
ZNF761	ZNF761-202	ZNF761-201	746	1	745	0.134048257373	0	747	0.0	0	-15
ZNF761	ZNF761-202	ZNF761-204	699	23	676	3.2904148784	0	722	0.0	17	-11
ZNF763	ZNF763-201	ZNF763-203	1	29	-28	2900.0	0	30	0.0	100	-4
ZNF763	ZNF763-201	ZNF763-205	351	3	348	0.854700854701	2	352	0.568181818182	33	-10
ZNF180	ZNF180-201	ZNF180-204	692	138	554	19.9421965318	98	732	13.3879781421	11	58
ZNF180	ZNF180-201	ZNF180-205	678	51	627	7.52212389381	49	680	7.20588235294	7	9
ZNF182	ZNF182-202	ZNF182-201	24	5	19	20.8333333333	0	29	0.0	20	-6
ZNF189	ZNF189-202	ZNF189-204	573	46	527	8.02792321117	5	614	0.814332247557	6	17
ZNF24	ZNF24-201	ZNF24-204	179	4	175	2.23463687151	0	183	0.0	25	-13
ZNF20	ZNF20-201	ZNF20-208	466	68	398	14.5922746781	0	533	0.0	14	-7
ZNF23	ZNF23-212	ZNF23-202	597	36	561	6.03015075377	0	633	0.0	8	-3
ZNF23	ZNF23-212	ZNF23-205	597	36	561	6.03015075377	0	633	0.0	8	-3
ZNF28	ZNF28-204	ZNF28-201	671	68	603	10.1341281669	28	711	3.93811533052	17	35
ZNF28	ZNF28-204	ZNF28-207	671	82	589	12.2205663189	42	711	5.90717299578	17	10
ZNF28	ZNF28-204	ZNF28-208	42	39	3	92.8571428571	0	81	0.0	5	-37
MGA	MGA-211	MGA-203	3065	51	3014	1.66394779772	51	3065	1.66394779772	25	21
MGA	MGA-211	MGA-205	3065	3	3062	0.0978792822186	3	3065	0.0978792822186	66	-3
MGA	MGA-211	MGA-212	3065	61	3004	1.99021207178	0	3126	0.0	24	28
NR0B1	NR0B1-202	NR0B1-201	81	11	70	13.5802469136	0	92	0.0	9	0
ZNF500	ZNF500-201	ZNF500-202	48	9	39	18.75	0	57	0.0	33	-5
ZNF500	ZNF500-201	ZNF500-205	48	36	12	75.0	0	84	0.0	13	-13
ZNF506	ZNF506-203	ZNF506-204	369	3	366	0.813008130081	0	372	0.0	66	-11
ZNF506	ZNF506-203	ZNF506-206	369	17	352	4.60704607046	0	386	0.0	17	1
ZNF506	ZNF506-203	ZNF506-207	369	33	336	8.94308943089	0	402	0.0	6	-28
ZNF506	ZNF506-203	ZNF506-210	369	32	337	8.67208672087	0	401	0.0	21	1
ZNF236	ZNF236-201	ZNF236-202	16	18	-2	112.5	0	34	0.0	6	-17
ZNF236	ZNF236-201	ZNF236-204	16	16	0	100.0	0	32	0.0	12	-2
ZNF236	ZNF236-201	ZNF236-208	1845	7	1838	0.379403794038	7	1845	0.379403794038	42	-5
ZNF235	ZNF235-201	ZNF235-203	659	8	651	1.21396054628	0	667	0.0	25	-3
ZNF235	ZNF235-201	ZNF235-204	659	4	655	0.606980273141	0	663	0.0	50	-3
ZNF230	ZNF230-201	ZNF230-204	398	11	387	2.76381909548	0	409	0.0	27	15
USF2	USF2-201	USF2-205	29	34	-5	117.24137931	3	60	5.0	10	-21
USF2	USF2-201	USF2-208	143	21	122	14.6853146853	0	164	0.0	19	-8
USF2	USF2-201	USF2-210	346	72	274	20.8092485549	72	346	20.8092485549	16	20
USF2	USF2-201	USF2-212	346	3	343	0.867052023121	0	349	0.0	0	-13
USF3	USF3-201	USF3-203	2160	3	2157	0.138888888889	0	2163	0.0	66	-7
USF1	USF1-202	USF1-208	310	46	264	14.8387096774	46	310	14.8387096774	10	5
ZNF431	ZNF431-201	ZNF431-203	544	8	536	1.47058823529	0	552	0.0	25	-13
ZNF431	ZNF431-201	ZNF431-206	470	16	454	3.40425531915	0	486	0.0	18	11
ZNF431	ZNF431-201	ZNF431-207	470	38	432	8.08510638298	30	478	6.27615062762	18	11
ZNF433	ZNF433-201	ZNF433-202	4	43	-39	1075.0	0	47	0.0	0	-22
ZNF433	ZNF433-201	ZNF433-204	1	12	-11	1200.0	0	13	0.0	100	-4
ZNF433	ZNF433-201	ZNF433-205	1	12	-11	1200.0	0	13	0.0	100	-4
ZNF432	ZNF432-201	ZNF432-203	573	2	571	0.349040139616	0	575	0.0	50	-17
TBX18	TBX18-202	TBX18-206	241	24	217	9.95850622407	0	265	0.0	12	1
TBX19	TBX19-201	TBX19-202	448	8	440	1.78571428571	8	448	1.78571428571	37	-13
TBX19	TBX19-201	TBX19-203	448	24	424	5.35714285714	0	472	0.0	20	-13
ZNF438	ZNF438-202	ZNF438-201	13	3	10	23.0769230769	0	15	0.0	33	-3
ZNF346	ZNF346-201	ZNF346-205	114	16	98	14.0350877193	0	130	0.0	12	-16
ZNF345	ZNF345-202	ZNF345-205	473	60	413	12.6849894292	0	533	0.0	8	-1
ZNF345	ZNF345-202	ZNF345-212	473	38	435	8.03382663848	0	511	0.0	10	-19
ZNF345	ZNF345-202	ZNF345-216	32	9	23	28.125	0	41	0.0	44	2
SATB1	SATB1-201	SATB1-216	550	29	521	5.27272727273	0	579	0.0	10	-9
SATB1	SATB1-201	SATB1-217	693	12	681	1.7316017316	0	705	0.0	25	2
ZNF717	ZNF717-207	ZNF717-203	822	22	800	2.67639902676	0	844	0.0	22	17
MTERF3	MTERF3-201	MTERF3-204	64	8	56	12.5	0	72	0.0	25	-14
PHF19	PHF19-202	PHF19-201	425	52	373	12.2352941176	0	477	0.0	17	0
MTERF4	MTERF4-202	MTERF4-203	208	9	199	4.32692307692	0	217	0.0	33	-10
MTERF4	MTERF4-202	MTERF4-205	146	17	129	11.6438356164	0	163	0.0	11	-24
MTERF4	MTERF4-202	MTERF4-206	131	65	66	49.6183206107	0	196	0.0	9	-11
MTERF4	MTERF4-202	MTERF4-207	146	29	117	19.8630136986	0	175	0.0	10	-8
MTERF4	MTERF4-202	MTERF4-209	166	19	147	11.4457831325	0	185	0.0	15	15
MTERF4	MTERF4-202	MTERF4-210	381	107	274	28.0839895013	0	488	0.0	10	45
MTERF4	MTERF4-202	MTERF4-220	208	76	132	36.5384615385	0	284	0.0	9	-12
ETS1	ETS1-201	ETS1-202	27	71	-44	262.962962963	0	98	0.0	7	-6
ETS1	ETS1-201	ETS1-207	181	12	169	6.62983425414	12	181	6.62983425414	16	-9
ZBTB1	ZBTB1-203	ZBTB1-201	81	12	69	14.8148148148	0	92	0.0	16	-6
NR4A2	NR4A2-201	NR4A2-202	598	20	578	3.34448160535	20	598	3.34448160535	15	-16
NR4A2	NR4A2-201	NR4A2-203	139	94	45	67.6258992806	94	139	67.6258992806	19	45
NR4A2	NR4A2-201	NR4A2-210	139	94	45	67.6258992806	94	139	67.6258992806	19	45
NR4A3	NR4A3-201	NR4A3-202	208	25	183	12.0192307692	0	233	0.0	16	-9
ZBTB9	ZBTB9-201	ZBTB9-202	166	27	139	16.265060241	27	166	16.265060241	11	-1
FAM170A	FAM170A-206	FAM170A-204	161	18	143	11.1801242236	0	179	0.0	16	3
POU2F2	POU2F2-202	POU2F2-201	12	135	-123	1125.0	12	135	8.88888888889	33	-3
POU2F2	POU2F2-202	POU2F2-203	362	74	288	20.4419889503	0	436	0.0	18	42
POU2F2	POU2F2-202	POU2F2-205	62	22	40	35.4838709677	0	84	0.0	18	-14
POU2F2	POU2F2-202	POU2F2-206	463	7	456	1.51187904968	7	463	1.51187904968	42	-1
POU2F2	POU2F2-202	POU2F2-207	80	17	63	21.25	17	80	21.25	11	-14
POU2F2	POU2F2-202	POU2F2-212	80	6	74	7.5	0	86	0.0	33	8
POU2F2	POU2F2-202	POU2F2-217	12	149	-137	1241.66666667	12	149	8.05369127517	41	21
POU2F2	POU2F2-202	POU2F2-218	463	123	340	26.56587473	103	483	21.3250517598	17	85
POU2F2	POU2F2-202	POU2F2-219	362	16	346	4.41988950276	0	378	0.0	18	-8
POU2F2	POU2F2-202	POU2F2-220	362	27	335	7.45856353591	0	389	0.0	18	8
POU2F3	POU2F3-206	POU2F3-201	9	11	-2	122.222222222	0	20	0.0	33	-11
POU2F1	POU2F1-204	POU2F1-202	20	9	11	45.0	0	29	0.0	22	-8
POU2F1	POU2F1-204	POU2F1-205	20	9	11	45.0	0	29	0.0	22	-8
