ref_orf	alt_orf	pfam	ref_len	alt_pfam	alt_len	len_diff	alt_is_longer
ZNF44-202	ZNF44-203	ZNF44-202|dom-C1_4	54	ZNF44-203|dom-C1_4	54	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2	23	ZNF44-203|dom-zf-C2H2	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	26	ZNF44-203|dom-zf-H2C2_2	26	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	24	ZNF44-203|dom-zf-H2C2_2	24	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2_4	23	ZNF44-203|dom-zf-C2H2_4	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	25	ZNF44-203|dom-zf-H2C2_2	25	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	26	ZNF44-203|dom-zf-H2C2_2	26	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2_6	27	ZNF44-203|dom-zf-C2H2_6	27	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2_jaz	25	ZNF44-203|dom-zf-C2H2_jaz	25	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2	23	ZNF44-203|dom-zf-C2H2	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-KRAB	41	ZNF44-203|dom-KRAB	41	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	25	ZNF44-203|dom-zf-H2C2_2	25	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2	23	ZNF44-203|dom-zf-C2H2	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2	23	ZNF44-203|dom-zf-C2H2	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2_6	27	ZNF44-203|dom-zf-C2H2_6	27	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	26	ZNF44-203|dom-zf-H2C2_2	26	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-C2H2_4	24	ZNF44-203|dom-zf-C2H2_4	24	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	23	ZNF44-203|dom-zf-H2C2_2	23	0	False
ZNF44-202	ZNF44-203	ZNF44-202|dom-zf-H2C2_2	26	ZNF44-203|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-KRAB	41	ZNF43-202|dom-KRAB	41	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	24	ZNF43-202|dom-zf-H2C2_2	24	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	24	ZNF43-202|dom-zf-H2C2_2	24	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-202|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-202|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-202|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-202	ZNF43-201|dom-zf-C2H2	23	ZNF43-202|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-203	ZNF43-201|dom-KRAB	41	ZNF43-203|dom-KRAB	38	3	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-KRAB	41	ZNF43-207|dom-KRAB	38	3	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	24	ZNF43-207|dom-zf-H2C2_2	24	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	24	ZNF43-207|dom-zf-H2C2_2	24	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	25	ZNF43-207|dom-zf-H2C2_2	25	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-H2C2_2	26	ZNF43-207|dom-zf-H2C2_2	26	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2_6	27	ZNF43-207|dom-zf-C2H2_6	27	0	False
ZNF43-201	ZNF43-207	ZNF43-201|dom-zf-C2H2	23	ZNF43-207|dom-zf-C2H2	23	0	False
ZNF43-201	ZNF43-209	ZNF43-201|dom-KRAB	41	ZNF43-209|dom-KRAB	38	3	False
ZNF43-201	ZNF43-212	ZNF43-201|dom-zf-H2C2_2	24	ZNF43-212|dom-zf-H2C2_2	24	0	False
ZNF41-201	ZNF41-203	ZNF41-201|dom-KRAB	41	ZNF41-203|dom-KRAB	41	0	False
SP1-201	SP1-202	SP1-201|dom-zf-C2H2_4	24	SP1-202|dom-zf-C2H2_4	24	0	False
SP1-201	SP1-202	SP1-201|dom-zf-H2C2_2	24	SP1-202|dom-zf-H2C2_2	24	0	False
SP1-201	SP1-202	SP1-201|dom-zf-H2C2_2	28	SP1-202|dom-zf-H2C2_2	28	0	False
SP1-201	SP1-202	SP1-201|dom-zf-C2H2	23	SP1-202|dom-zf-C2H2	23	0	False
SP1-201	SP1-202	SP1-201|dom-zf-C2H2	25	SP1-202|dom-zf-C2H2	25	0	False
SP1-201	SP1-202	SP1-201|dom-zf-C2H2_4	26	SP1-202|dom-zf-C2H2_4	26	0	False
SP1-201	SP1-202	SP1-201|dom-zf-C2H2	25	SP1-202|dom-zf-C2H2	25	0	False
SP3-201	SP3-203	SP3-201|dom-zf-Di19	57	SP3-203|dom-zf-Di19	57	0	False
SP3-201	SP3-203	SP3-201|dom-zf-H2C2_2	28	SP3-203|dom-zf-H2C2_2	28	0	False
SP3-201	SP3-203	SP3-201|dom-zf-C2H2	25	SP3-203|dom-zf-C2H2	25	0	False
SP3-201	SP3-203	SP3-201|dom-zf-H2C2_2	24	SP3-203|dom-zf-H2C2_2	24	0	False
SP3-201	SP3-203	SP3-201|dom-zf-C2H2_4	26	SP3-203|dom-zf-C2H2_4	26	0	False
SP3-201	SP3-203	SP3-201|dom-zf-C2H2	25	SP3-203|dom-zf-C2H2	25	0	False
SP3-201	SP3-203	SP3-201|dom-zf-C2H2	23	SP3-203|dom-zf-C2H2	23	0	False
SP3-201	SP3-203	SP3-201|dom-zf-C2H2_4	24	SP3-203|dom-zf-C2H2_4	24	0	False
SP3-201	SP3-212	SP3-201|dom-zf-Di19	57	SP3-212|dom-zf-Di19	57	0	False
SP3-201	SP3-212	SP3-201|dom-zf-H2C2_2	28	SP3-212|dom-zf-H2C2_2	28	0	False
SP3-201	SP3-212	SP3-201|dom-zf-C2H2	25	SP3-212|dom-zf-C2H2	25	0	False
SP3-201	SP3-212	SP3-201|dom-zf-H2C2_2	24	SP3-212|dom-zf-H2C2_2	24	0	False
SP3-201	SP3-212	SP3-201|dom-zf-C2H2_4	26	SP3-212|dom-zf-C2H2_4	26	0	False
SP3-201	SP3-212	SP3-201|dom-zf-C2H2	25	SP3-212|dom-zf-C2H2	25	0	False
SP3-201	SP3-212	SP3-201|dom-zf-C2H2	23	SP3-212|dom-zf-C2H2	23	0	False
SP3-201	SP3-212	SP3-201|dom-zf-C2H2_4	24	SP3-212|dom-zf-C2H2_4	24	0	False
SP4-201	SP4-205	SP4-201|dom-zf-H2C2_2	28	SP4-205|dom-zf-H2C2_2	28	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2_4	26	SP4-205|dom-zf-C2H2_4	26	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2	25	SP4-205|dom-zf-C2H2	25	0	False
SP4-201	SP4-205	SP4-201|dom-zf-H2C2_2	24	SP4-205|dom-zf-H2C2_2	24	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2	25	SP4-205|dom-zf-C2H2	25	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2_4	24	SP4-205|dom-zf-C2H2_4	24	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2	23	SP4-205|dom-zf-C2H2	23	0	False
SP4-201	SP4-205	SP4-201|dom-zf-C2H2_6	27	SP4-205|dom-zf-C2H2_6	27	0	False
ZNF48-201	ZNF48-203	ZNF48-201|dom-zf-C2H2_4	23	ZNF48-203|dom-zf-C2H2_4	23	0	False
ZNF48-201	ZNF48-203	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-203|dom-zf-H2C2_2	18	8	False
ZNF48-201	ZNF48-203	ZNF48-201|dom-zf-C2H2	22	ZNF48-203|dom-zf-C2H2	22	0	False
ZNF48-201	ZNF48-204	ZNF48-201|dom-zf-C2H2_4	23	ZNF48-204|dom-zf-C2H2_4	23	0	False
ZNF48-201	ZNF48-204	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-204|dom-zf-H2C2_2	22	4	False
ZNF48-201	ZNF48-204	ZNF48-201|dom-zf-C2H2	22	ZNF48-204|dom-zf-C2H2	22	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_4	24	ZNF48-206|dom-zf-C2H2_4	24	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	25	ZNF48-206|dom-zf-H2C2_2	25	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_4	24	ZNF48-206|dom-zf-C2H2_4	24	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_4	24	ZNF48-206|dom-zf-C2H2_4	24	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_4	24	ZNF48-206|dom-zf-C2H2_4	24	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_6	27	ZNF48-206|dom-zf-C2H2_6	27	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-H2C2_2	26	ZNF48-206|dom-zf-H2C2_2	26	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2_4	24	ZNF48-206|dom-zf-C2H2_4	24	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
ZNF48-201	ZNF48-206	ZNF48-201|dom-zf-C2H2	23	ZNF48-206|dom-zf-C2H2	23	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-SAM_1	65	L3MBTL3-209|dom-SAM_1	65	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-MBT	69	L3MBTL3-209|dom-MBT	69	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-MBT	69	L3MBTL3-209|dom-MBT	69	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-zf-C2HC	30	L3MBTL3-209|dom-zf-C2HC	30	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-MBT	67	L3MBTL3-209|dom-MBT	67	0	False
L3MBTL3-202	L3MBTL3-209	L3MBTL3-202|dom-SAM_2	66	L3MBTL3-209|dom-SAM_2	66	0	False
ZNF677-206	ZNF677-203	ZNF677-206|dom-KRAB	41	ZNF677-203|dom-KRAB	41	0	False
ZNF677-206	ZNF677-204	ZNF677-206|dom-KRAB	41	ZNF677-204|dom-KRAB	41	0	False
ZNF677-206	ZNF677-207	ZNF677-206|dom-KRAB	41	ZNF677-207|dom-KRAB	41	0	False
ZNF677-206	ZNF677-208	ZNF677-206|dom-KRAB	41	ZNF677-208|dom-KRAB	41	0	False
ZNF677-206	ZNF677-210	ZNF677-206|dom-KRAB	41	ZNF677-210|dom-KRAB	41	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2_11	26	ZNF676-201|dom-zf-C2H2_11	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2_6	27	ZNF676-201|dom-zf-C2H2_6	27	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2	23	ZNF676-201|dom-zf-C2H2	23	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2_4	24	ZNF676-201|dom-zf-C2H2_4	24	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-C2H2_4	24	ZNF676-201|dom-zf-C2H2_4	24	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	24	ZNF676-201|dom-zf-H2C2_2	24	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	25	ZNF676-201|dom-zf-H2C2_2	25	0	False
ZNF676-202	ZNF676-201	ZNF676-202|dom-zf-H2C2_2	26	ZNF676-201|dom-zf-H2C2_2	26	0	False
ZNF675-201	ZNF675-202	ZNF675-201|dom-KRAB	41	ZNF675-202|dom-KRAB	41	0	False
ZNF675-201	ZNF675-204	ZNF675-201|dom-KRAB	41	ZNF675-204|dom-KRAB	41	0	False
ZNF675-201	ZNF675-207	ZNF675-201|dom-KRAB	41	ZNF675-207|dom-KRAB	41	0	False
ZNF675-201	ZNF675-208	ZNF675-201|dom-KRAB	41	ZNF675-208|dom-KRAB	41	0	False
ZNF675-201	ZNF675-209	ZNF675-201|dom-KRAB	41	ZNF675-209|dom-KRAB	41	0	False
ZNF674-207	ZNF674-201	ZNF674-207|dom-zf-C2H2	23	ZNF674-201|dom-zf-C2H2	23	0	False
ZNF674-207	ZNF674-201	ZNF674-207|dom-zf-C2H2	23	ZNF674-201|dom-zf-C2H2	23	0	False
